or,xg,yg,fa,fa_err,xm,ym,hdtbm,te,ba
      16.041667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      61.453495,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       8.381667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      60.297676,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.058333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      61.498360,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       7.914038,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      60.077572,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.075000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      60.221210,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       7.423614,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      58.418762,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.091667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      58.716087,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       7.003184,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      56.231163,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.108333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      58.100422,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       6.494133,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      55.275570,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.125000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      58.776386,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       6.055587,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      56.112991,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.141667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      60.347950,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       5.474560,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      58.141487,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.158333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      61.197971,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       4.810519,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      59.551266,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.175000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      60.100674,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       4.203486,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      58.982403,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.191667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      57.304848,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       3.553899,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      56.531956,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.208333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      54.482121,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.987733,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      54.102325,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.225000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      52.927830,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.834878,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      53.304104,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.241667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      52.245457,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.691553,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      53.526112,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.258333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      51.592392,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.467669,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      53.700680,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.275000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.903011,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.251679,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      53.406914,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.291667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.051510,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.087401,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      52.380871,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.308333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      48.770927,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.053538,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.344334,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.325000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      47.047291,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.086398,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      47.498039,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.341667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.578686,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       2.045416,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.077110,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.358333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.988575,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.905344,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.260078,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.375000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.028889,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.853669,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.598068,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.391667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.292564,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.868580,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.945602,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.408333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.685272,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.865409,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.107441,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.425000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.267372,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.864752,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.499706,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.441667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.768009,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.864760,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.062008,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.754585,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.865382,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.390869,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.475000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.420361,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.867431,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.210773,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.491667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.121464,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.870778,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.546513,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.508333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.002705,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.869366,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.816048,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.525000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.081421,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.800904,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.491291,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.541667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.259739,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.667377,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      44.841732,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.558333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      46.750477,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.641985,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      45.952827,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.575000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      47.398228,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.656307,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      47.303753,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.591667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      48.250900,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.664342,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      48.439621,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.608333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      49.153732,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.626368,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      49.298450,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.625000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.148335,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.602974,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.091923,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.641667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      51.075562,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.459583,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.879356,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.658333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      51.728382,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.400535,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      51.670189,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.675000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      52.171192,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.405294,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      52.050434,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.691667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      52.112793,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.260664,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      51.720501,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.708333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      51.514629,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.251488,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.926250,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.725000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.646500,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.215706,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      50.139568,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.741667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      49.730667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.055073,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      49.345917,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.758333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      49.077698,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.001004,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      48.678783,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.775000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      48.410126,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       1.016407,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      48.210613,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.791667,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      47.959694,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
       0.801268,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      47.761929,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      16.808333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
      41.458333,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000,       0.000000
